shipment_id,order_id,carrier,promised_delivery_date,actual_delivery_date,delay_days,shipment_status
946,1256,FedEx,2026-07-12,2026-07-13,1,Delivered
947,1257,USPS,2026-07-12,2026-07-18,6,Delayed
948,1258,USPS,2026-07-12,2026-07-13,1,Delivered
949,1259,FedEx,2026-07-13,2026-07-14,1,Delivered
950,1260,DHL,2026-07-12,2026-07-13,1,Delivered
951,1261,FedEx,2026-07-13,2026-07-14,1,Delivered
952,1263,FedEx,2026-07-16,2026-07-16,0,Delivered
953,1264,UPS,2026-07-17,2026-07-23,6,Delayed
954,1265,DHL,2026-07-17,2026-07-17,0,Delivered
955,1266,DHL,2026-07-15,2026-07-16,1,Delivered
956,1267,UPS,2026-07-14,2026-07-14,0,Delivered
957,1268,USPS,2026-07-12,2026-07-12,0,Delivered
958,1269,FedEx,2026-07-14,2026-07-13,0,Delivered
959,1270,USPS,2026-07-12,2026-07-12,0,Delivered
960,1272,UPS,2026-07-14,2026-07-16,2,Delayed
961,1274,FedEx,2026-07-12,2026-07-11,0,Delivered
962,1275,FedEx,2026-07-17,2026-07-16,0,Delivered
963,1276,DHL,2026-07-13,2026-07-16,3,Delayed
964,1277,USPS,2026-07-17,2026-07-16,0,Delivered
965,1280,UPS,2026-07-15,2026-07-16,1,Delivered
966,1281,FedEx,2026-07-14,2026-07-14,0,Delivered
967,1282,FedEx,2026-07-14,2026-07-14,0,Delivered
968,1283,USPS,2026-07-12,2026-07-13,1,Delivered
969,1284,DHL,2026-07-12,2026-07-13,1,Delivered
970,1285,USPS,2026-07-12,2026-07-11,0,Delivered
971,1286,DHL,2026-07-14,2026-07-15,1,Delivered
972,1287,DHL,2026-07-13,2026-07-17,4,Delayed
973,1288,DHL,2026-07-14,2026-07-14,0,Delivered
974,1289,DHL,2026-07-12,2026-07-13,1,Delivered
975,1290,DHL,2026-07-14,2026-07-14,0,Delivered
976,1291,DHL,2026-07-16,2026-07-15,0,Delivered
977,1293,DHL,2026-07-15,2026-07-15,0,Delivered
978,1294,DHL,2026-07-14,2026-07-15,1,Delivered
979,1296,FedEx,2026-07-15,2026-07-16,1,Delivered
980,1298,DHL,2026-07-12,2026-07-17,5,Delayed
981,1300,FedEx,2026-07-16,2026-07-15,0,Delivered
982,1303,USPS,2026-07-17,2026-07-17,0,Delivered
983,1304,FedEx,2026-07-15,2026-07-15,0,Delivered
984,1305,DHL,2026-07-13,2026-07-14,1,Delayed
985,1306,UPS,2026-07-13,2026-07-13,0,Delivered
986,1307,FedEx,2026-07-14,2026-07-15,1,Delivered
987,1308,UPS,2026-07-13,2026-07-14,1,Delivered
988,1311,FedEx,2026-07-14,2026-07-13,0,Delivered
989,1312,DHL,2026-07-12,2026-07-13,1,Delivered
990,1313,FedEx,2026-07-15,2026-07-14,0,Delivered
991,1314,USPS,2026-07-12,2026-07-13,1,Delivered
992,1316,UPS,2026-07-17,2026-07-17,0,Delivered
993,1318,UPS,2026-07-16,2026-07-16,0,Delivered
994,1319,USPS,2026-07-15,2026-07-14,0,Delivered
995,1321,FedEx,2026-07-12,2026-07-11,0,Delivered
996,1322,FedEx,2026-07-17,2026-07-18,1,Delivered
997,1323,USPS,2026-07-13,2026-07-13,0,Delivered
998,1324,UPS,2026-07-13,2026-07-12,0,Delivered
999,1325,DHL,2026-07-12,2026-07-13,1,Delayed
1000,1328,UPS,2026-07-13,2026-07-12,0,Delivered
1001,1329,FedEx,2026-07-12,2026-07-11,0,Delivered
1002,1330,FedEx,2026-07-14,2026-07-17,3,Delayed
1003,1334,FedEx,2026-07-14,2026-07-13,0,Delivered
1004,1335,DHL,2026-07-13,2026-07-16,3,Delayed
1005,1336,USPS,2026-07-12,2026-07-11,0,Delivered
1006,1337,UPS,2026-07-17,2026-07-16,0,Delivered
1007,1340,UPS,2026-07-13,2026-07-12,0,Delivered
1008,1341,USPS,2026-07-14,2026-07-15,1,Delivered
1009,1343,FedEx,2026-07-17,2026-07-19,2,Delayed
1010,1345,UPS,2026-07-13,2026-07-17,4,Delayed
1011,1348,FedEx,2026-07-14,2026-07-15,1,Delivered
1012,1350,FedEx,2026-07-12,2026-07-13,1,Delivered
1013,1351,UPS,2026-07-16,2026-07-15,0,Delivered
1014,1352,FedEx,2026-07-13,2026-07-16,3,Delayed
1015,1353,FedEx,2026-07-16,2026-07-16,0,Delivered
1016,1354,DHL,2026-07-17,2026-07-21,4,Delayed
1017,1355,UPS,2026-07-13,2026-07-14,1,Delivered
1018,1357,UPS,2026-07-15,2026-07-14,0,Delivered
1019,1359,USPS,2026-07-17,2026-07-18,1,Delivered
1020,1360,UPS,2026-07-17,2026-07-17,0,Delivered
1021,1361,DHL,2026-07-16,2026-07-17,1,Delivered
1022,1362,USPS,2026-07-13,2026-07-15,2,Delayed
1023,1363,USPS,2026-07-13,2026-07-13,0,Delivered
1024,1364,UPS,2026-07-15,2026-07-15,0,Delivered
1025,1365,UPS,2026-07-16,2026-07-17,1,Delayed
1026,1366,DHL,2026-07-15,2026-07-14,0,Delivered
1027,1369,USPS,2026-07-15,2026-07-15,0,Delivered
1028,1370,UPS,2026-07-15,2026-07-15,0,Delivered
1029,1371,DHL,2026-07-15,2026-07-15,0,Delivered
1030,1374,DHL,2026-07-13,2026-07-13,0,Delivered
1031,1375,DHL,2026-07-14,2026-07-14,0,Delivered
1032,1376,DHL,2026-07-14,2026-07-13,0,Delivered
1033,1377,FedEx,2026-07-12,2026-07-13,1,Delivered
1034,1379,UPS,2026-07-14,2026-07-17,3,Delayed
1035,1380,UPS,2026-07-14,2026-07-15,1,Delivered
1036,1381,UPS,2026-07-13,2026-07-12,0,Delivered
1037,1382,UPS,2026-07-12,2026-07-12,0,Delivered
1038,1383,DHL,2026-07-15,2026-07-16,1,Delivered
1039,1384,USPS,2026-07-15,2026-07-14,0,Delivered
1040,1385,FedEx,2026-07-13,2026-07-14,1,Delivered
1041,1387,USPS,2026-07-15,2026-07-16,1,Delivered
1042,1388,DHL,2026-07-17,2026-07-17,0,Delivered
1043,1389,USPS,2026-07-14,2026-07-14,0,Delivered
1044,1392,DHL,2026-07-13,2026-07-14,1,Delivered
1045,1393,UPS,2026-07-14,2026-07-16,2,Delayed
1046,1394,UPS,2026-07-17,2026-07-23,6,Delayed
1047,1395,USPS,2026-07-14,2026-07-14,0,Delivered
1048,1396,DHL,2026-07-17,2026-07-17,0,Delivered
1049,1398,FedEx,2026-07-16,2026-07-15,0,Delivered
1050,1399,USPS,2026-07-14,2026-07-15,1,Delivered
1051,1400,DHL,2026-07-15,2026-07-19,4,Delayed
1052,1401,DHL,2026-07-16,2026-07-16,0,Delivered
1053,1402,UPS,2026-07-14,2026-07-14,0,Delivered
1054,1403,FedEx,2026-07-12,2026-07-18,6,Delayed
1055,1404,USPS,2026-07-12,2026-07-13,1,Delivered
1056,1405,USPS,2026-07-12,2026-07-13,1,Delayed
1057,1406,DHL,2026-07-14,2026-07-17,3,Delayed
1058,1408,DHL,2026-07-15,2026-07-20,5,Delayed
1059,1409,USPS,2026-07-13,2026-07-13,0,Delivered
1060,1410,USPS,2026-07-13,2026-07-12,0,Delivered
1061,1411,FedEx,2026-07-15,2026-07-15,0,Delivered
1062,1412,USPS,2026-07-13,2026-07-13,0,Delivered
1063,1413,UPS,2026-07-17,2026-07-16,0,Delivered
1064,1414,USPS,2026-07-16,2026-07-22,6,Delayed
1065,1416,USPS,2026-07-14,2026-07-16,2,Delayed
1066,1418,FedEx,2026-07-12,2026-07-13,1,Delivered
1067,1421,USPS,2026-07-16,2026-07-17,1,Delivered
1068,1422,DHL,2026-07-15,2026-07-14,0,Delivered
1069,1423,UPS,2026-07-14,2026-07-14,0,Delivered
1070,1424,USPS,2026-07-17,2026-07-17,0,Delivered
1071,1425,USPS,2026-07-16,2026-07-15,0,Delivered
1072,1426,USPS,2026-07-13,2026-07-18,5,Delayed
1073,1427,FedEx,2026-07-15,2026-07-16,1,Delivered
1074,1428,DHL,2026-07-17,2026-07-17,0,Delivered
1075,1429,UPS,2026-07-13,2026-07-12,0,Delivered
1076,1431,DHL,2026-07-17,2026-07-18,1,Delivered
1077,1432,USPS,2026-07-17,2026-07-16,0,Delivered
1078,1434,DHL,2026-07-15,2026-07-16,1,Delivered
1079,1435,UPS,2026-07-14,2026-07-15,1,Delayed
1080,1436,FedEx,2026-07-15,2026-07-15,0,Delivered
1081,1437,DHL,2026-07-16,2026-07-17,1,Delayed
1082,1438,USPS,2026-07-17,2026-07-18,1,Delivered
1083,1439,FedEx,2026-07-15,2026-07-15,0,Delivered
1084,1440,DHL,2026-07-15,2026-07-18,3,Delayed
1085,1441,USPS,2026-07-17,2026-07-17,0,Delivered
1086,1442,FedEx,2026-07-15,2026-07-14,0,Delivered
1087,1443,USPS,2026-07-17,2026-07-16,0,Delivered
1088,1444,DHL,2026-07-14,2026-07-13,0,Delivered
1089,1445,DHL,2026-07-16,2026-07-19,3,Delayed
1090,1446,DHL,2026-07-16,2026-07-15,0,Delivered
1091,1449,UPS,2026-07-17,2026-07-18,1,Delivered
1092,1450,FedEx,2026-07-13,2026-07-12,0,Delivered
1093,1451,FedEx,2026-07-17,2026-07-23,6,Delayed
1094,1452,DHL,2026-07-15,2026-07-16,1,Delivered
1095,1453,DHL,2026-07-15,2026-07-15,0,Delivered
1096,1454,FedEx,2026-07-16,2026-07-20,4,Delayed
1097,1455,FedEx,2026-07-13,2026-07-12,0,Delivered
1098,1456,DHL,2026-07-12,2026-07-13,1,Delayed
1099,1457,DHL,2026-07-14,2026-07-15,1,Delivered
1100,1458,FedEx,2026-07-13,2026-07-12,0,Delivered
1101,1459,DHL,2026-07-17,2026-07-21,4,Delayed
1102,1460,FedEx,2026-07-14,2026-07-15,1,Delivered
1103,1461,USPS,2026-07-16,2026-07-21,5,Delayed
1104,1463,DHL,2026-07-15,2026-07-17,2,Delayed
1105,1464,USPS,2026-07-14,2026-07-13,0,Delivered
1106,1465,FedEx,2026-07-17,2026-07-17,0,Delivered
1107,1466,UPS,2026-07-15,2026-07-16,1,Delivered
1108,1467,DHL,2026-07-17,2026-07-16,0,Delivered
1109,1469,USPS,2026-07-13,2026-07-14,1,Delivered
1110,1471,FedEx,2026-07-12,2026-07-13,1,Delivered
1111,1473,UPS,2026-07-14,2026-07-15,1,Delivered
1112,1474,FedEx,2026-07-17,2026-07-18,1,Delivered
1113,1475,UPS,2026-07-14,2026-07-20,6,Delayed
1114,1477,DHL,2026-07-17,2026-07-17,0,Delivered
1115,1478,USPS,2026-07-16,2026-07-16,0,Delivered
1116,1479,DHL,2026-07-16,2026-07-15,0,Delivered
1117,1480,UPS,2026-07-13,2026-07-14,1,Delayed
1118,1481,DHL,2026-07-13,2026-07-12,0,Delivered
1119,1482,UPS,2026-07-12,2026-07-16,4,Delayed
1120,1483,DHL,2026-07-13,2026-07-15,2,Delayed
1121,1484,USPS,2026-07-13,2026-07-14,1,Delivered
1122,1485,UPS,2026-07-17,2026-07-16,0,Delivered
1123,1486,USPS,2026-07-14,2026-07-13,0,Delivered
1124,1488,FedEx,2026-07-17,2026-07-16,0,Delivered
1125,1489,FedEx,2026-07-17,2026-07-16,0,Delivered
1126,1491,FedEx,2026-07-16,2026-07-22,6,Delayed
1127,1492,USPS,2026-07-17,2026-07-16,0,Delivered
1128,1493,DHL,2026-07-16,2026-07-16,0,Delivered
1129,1495,FedEx,2026-07-12,2026-07-11,0,Delivered
1130,1496,FedEx,2026-07-12,2026-07-11,0,Delivered
1131,1497,FedEx,2026-07-13,2026-07-18,5,Delayed
1132,1500,USPS,2026-07-13,2026-07-13,0,Delivered
